txt_id,text,dataset
LIPITOR.932,"Stabbing pain between shoulder blades, I am 52 and feel 82, no energy, muscle tone depletion, strength depletion, numbness in upper legs from knee to thigh, pain and numbness in left foot, left foot larger than right now by one size, pain in feet, need special shoes just to walk now, I feel like I will not be alive next year. I've been on this for 5 years, and am going to quit after finding this website. Doctors did nothing for me. They have no idea what this drug does to people! Time to exercise, eat healthy food, and get OFF this stuff. Thank you everyone for taking the time to post, and helping me understand what was happening. Hate this stuff. Crestor just as bad. ",CADEC
LIPITOR.701,"severe muscle pain in left arm and neck and elbow,and prickling,numbness in hand. strange poisen-ivy like rash on chest and breast that would not go away UNTIL I stopped taking lipitor. I put up with this for 2 years until I realized the medication could have caused it and stopped - things cleared up IMMEDIATELY. would prefer to try Niacin - will NEVER take Lipitor again. ",CADEC
LIPITOR.31,"HORRIBLE JOINT PAIN IN ALL MAJOR JOINTS, INCLUDING PROGRESSING TO ALMOST UNBEARABLE MUSCLE PAIN IN ALL MUSCLES IN BOTH UPPER AND LOWER EXTREMITIES, HAIR FALLING OUT, PRESCRIBED DARVACET FOR THE PAIN AND WAS ALMOST DIAGNOSED WITH FIBROMYALGIA, SIMILAR SYMPTOMS. MY MOTHER HAS HAD THE SAME SYMPTOMS, ALSO WAS ON LIPITOR AND WAS RECENTLY TAKEN OFF BY HER NURSE PRACTITONER. IF YOU ARE TAKING THIS MEDICATION CLOSELY WATCH FOR JOINT OR MUSCLE PAIN AND IMMEDIATELY SEE YOUR PRESCRIBING PHYSICIAN FOR A DIAGNOSIS IF YOU WANT RELIEF. I DON'T RECOMMEND THIS MEDICATION FOR THE LOWERING OF CHOLESTEROL. ",CADEC
LIPITOR.25,"Lipitor did help lower my cholestrol, but has caused other health problems not listed in the side effects. I have had digestion problems since I have started taking this, my pancreas is very swollen. I have been through every test possible, and they cannot find anything wrong with me. I have lost 35 lbs, and have recently just heard that this has happened to other lipitor patients. I stopped taking it, and feel better already!. Please email me if you have had similiar problems. ",CADEC
LIPITOR.715,"I have been on Lipitor for approximately two and a half years. Recently I experienced losing muscular, headache, neck pain and stiffness, fatigue, memory loss, muscles pain on the left side of my chest, depression, sleepless nites and balance loss. It work great on reducing cholesteral level, but its side effects became another problem for me. I will discuss it with my doctor in my next visit. ",CADEC
LIPITOR.19,"Pain in all my muscles and joints and bottom of feet. Has continued for 3 years to date. NEVER, NEVER NEVER use it or any other statin. ",CADEC
LIPITOR.729,"dificulty in concentrating, short term memory problems, occasional dizziness also leg muscle soreness. ",CADEC
ARTHROTEC.116,Swelling & weight increase. No relief in pain. My doctor advise that I stop using. ,CADEC
ARTHROTEC.102,"I have had no side effects been taking Arthrotec a little over a year, have not noticed any side effects. It does help alot I noticed that when there are times when I forget to take it I can't stand or walk for any lengths of time. ",CADEC
LIPITOR.265,"Elevated CPK levels, muscle problems, felt bad. I landed up having to have a muscle biopsy to the right leg which showed no muscle damage, but elevated CPK levels still were present. After stopping this drug, the levels returned to normal after 3 months. ",CADEC
LIPITOR.503,I am a 61 year old male with a history of heart disease. I had a quadruple by-pass in 1987. I have not had any heart related issues since. My nurse practioner put me on Lipitor about 4 years ago. I have been experiencing pain in my right hip and right calf muscle for about 3 years. I have mentioned this on numerous office visits and was. ,CADEC
LIPITOR.517,"heavy aching legs, especially in the morning. Never considered it a side effect before reading about it. Certainly nothing I can't live with unless it worsens and after 10 yrs I doubt that will happen. 4 yrs on zocor then 6 on lipitor(40mg). Cholestrol went from 300 to 200. ",CADEC
LIPITOR.271,"Confusion, short term memory loss, lack of motivation. Returned to normal within a week of quitting Lipitor. I had rather risk living with a 228 cholesterol level than deal with the memory loss. It was quite frightening as it seemed like incipient dementia. ",CADEC
LIPITOR.259,"My chloresterol was 220 and my physician prescribed Lipitor. I took the medication for 3 weeks before I stopped. My left side, especially my shoulder and arm, are so sore and it's been a year since I stopped taking it. I'm concerned I have some kind of permanent damage to my muscles. I have no strength in my left arm and have a painful time lifting my own arm above my head and holding a hair dryer is a major task. My left hip hurts and I can no longer sit crosslegged on the floor. I am very limber but I cannot sit that way anymore and cannot get up from sitting on floor without a struggle. I wondered, at first, if I had some kind of mild stroke but found this website and realized I was right, it was the Lipitor. I lowered my chloresterol by eating a bowl of oatmeal at night, for me, just changing my diet was the trick. ",CADEC
VOLTAREN.42,"It's not clear that there were any. I'm concerned that I'm imagining them because of the long list of potential side effects. Medicine is scary, but it's sure working.  This drug was prescribed to help with severe knee pain while I wait for additional diagnostics and possibly surgery after 1/1 (due to high deductible on health insurance). Pain was bad enough that I had trouble standing up from sitting position. After about 24 hours, the pain was essentially gone and has stayed gone so far. ",CADEC
VOLTAREN-XR.20,"I was prescribed Voltaren-XR 100 MG for lower back pain. It worked wonders for my pain - I thought that I had discovered a wonder drug - then after 30 days I was at work and started passing massive amounts of blood without pain or warning. I thought I was bleeding to death! I went to the ER and was admitted and had a colonoscopy the next day. The Dr discover an ulcer in by lower bowel which he believes was caused by the Voltaren. The bleeding has now stopped and I am OK, but I will never take this drug or any drug in it's class again. Hindsight is 20-20. ",CADEC
ARTHROTEC.88,"My urine is bloody, I have got canker sores the size of golf balls, my face is falling off. It hurts. My arm feels better. But my face. its falling off. ",CADEC
LIPITOR.488,"Persistent triedness,loss of concentration,uncharacteristical moodiness,short term memory loss,light headedness(in a daze type of thing)unwarranted depression and the occasional thoughts of suicide,tightness and annoying stimuly type of feeling in the neck near the base of the skull,husky vocal chords. I am so glad to have come across this Web page. Thank you!!! I was reading pretty much all of the ones listed and the patterns are obvious to my problems mainly being the persisten feeling of tiredness when i know i shouldn't be tired. The light headedness and often foggy vision, short term memory loss and the annoying thing of not being able to concentrate very well. Basicaly, feeling way out of myself. Many are sharing the same effects and I know now that I am not imagening them. I have been on Lipitor 40 mg. for some years now. It did help my reduction of highg cholesterol. It was also a gradual onset of all the above mentioned; This is. ",CADEC
